CREATED DATE,ItemSearchName,ProductType,Reviews,Rating
2/22/2020,2720-20,M18 FUEL™ SAWZALL® Reciprocating Saw (Tool Only),"It works great. Good balance, battery life, and grip.",5
2/22/2020,2732-21HD,"M18 FUEL™ 7-1/4"" Circular Saw Kit","I was finally able to use the saw, and it worked just like I hoped it would.",5
2/23/2020,2554-20,"M12 FUEL™ 3/8"" Stubby Impact Wrench","Impact works great when paired with the 6.0 extended pack, gives it the proper amount of power, love the turn in feature.",5
2/22/2020,2783-20,"M18 FUEL™ 4-1/2"" / 5"" Braking Grinder (Tool Only)","Everything you can imagine. Grinding, cutting smoothing out surfaces",5
2/22/2020,2830-20,"M18 FUEL™ Rear Handle 7-1/4"" Circular Saw - Tool Only","I do a little bit of everything so this saw come in handy. It has a lot of power, and plenty runtime. It's a bit heavy but that's normal for rear handled saws. I recommend this saw to anyone needing a cordless saw that preforms better than corded.",5
2/23/2020,2520-20,M12 FUEL™ HACKZALL® Recip Saw (Tool Only),"We have used them to cut galvanized pipe, fiberglass tanks, 2 x 4s, strut, and trim trees.",5
2/22/2020,2530-20,"M12 FUEL™ 5-3/8"" Circular Saw (Tool Only)",Great small saw with lots of power for smaller jobs!,5
2/22/2020,2724-20,M18 FUEL™ Blower (Tool Only),"My corded blower was recently stolen in a robbery while I was on vacation and I purchased this one as a replacement due to having other M18 tools. This blower is 10x better then my corded. Much more easy to handle then corded, lighter weight, smaller, more powerful, just a more updated and all around better blower then what I was using.",5
2/22/2020,2742-20,M18 FUEL™ 16ga Angled Finish Nailer (Tool Only),I ordered the 1st one they came in defect of so I returned it had to wait another week the 2nd 1 came in and it was shooting 3 nails at once another defective 1 now I love Milwaukee tools but this gone to for 2 there's obviously an issue,1
2/22/2020,2746-21CT,M18 FUEL™ 18 Gauge Brad Nailer Kit,It is very well balanced with a 2.0 battery and last all day. No problem shooting nails into any material and I can leave my compressor and hoses behind. Love it.,5
2/22/2020,2724-20,M18 FUEL™ Blower (Tool Only),"General use around the farm and shop. Works very well, great power.",5
2/22/2020,2522-20,"M12 FUEL™ 3"" Compact Cut Off Tool","Works great with 2.0 and larger AMP M12 batteries, a little pricey, but hey, only complaint is that extra 3"" wheels are not available at the store, they have to be bought online, that's a pain.",4
2/23/2020,2505-20,M12 FUEL™ Installation Drill/Driver,"Have yet to find a place where this fails, and I have tried over and over again. One of the most used drivers that I own.",5
2/22/2020,2860-20,"M18 FUEL™ 1/2"" Mid-Torque Impact Wrench with Pin Detent (Tool Only)","Love the ergonomics, powerful and light, rugged casing and am super uber satisfied",5
2/22/2020,2559-21,"M12 FUEL™ 1/4"" Extended Reach Ratchet Kit","Automotive related mostly.    #1

Great Tool!!

Quiet run.",5
2/22/2020,2746-21CT,M18 FUEL™ 18 Gauge Brad Nailer Kit,"Really useful tool, powerful and great to do finishing trim job, overall an awesome tool.",5
2/22/2020,2780-20,"M18 FUEL™ 4-1/2"" / 5"" Grinder, Paddle Switch No-Lock (Tool Only)","Use it to grind small pieces off of cast iron pipe and no hub fittings, works great, wish it had a lock on switch or lever",5
2/22/2020,2737-20,M18 FUEL™ D-Handle Jig Saw (Tool Only),I use this thing to cut 2x4s rigid conduit cable tray and it’s nice not having to drag drop cords and it lasts a while,5
2/22/2020,48-59-1802,M18™ Dual Bay Simultaneous Rapid Charger,About time this came out. I have several tools in my “toy” shop now I can finally get rid of all these single chargers,5
2/22/2020,2762-22,"M18 FUEL™ 1/2"" High Torque Impact Wrench with Pin Detent Kit",I use this product every day at work as a heavy duty mechanic and the torque is unmatched .. if your thinking about buying a 1/2” impact this is the one anyone would look for!!!!,5
2/22/2020,2505-20,M12 FUEL™ Installation Drill/Driver,"I got this for use at home and work to replace my regular drill. I love most of the attachments. The only thing I would change is the offset driver front end. The outside needs the locking groove cut in it, like the other attachments so that it will accept the drill head,",5
2/22/2020,2780-20,"M18 FUEL™ 4-1/2"" / 5"" Grinder, Paddle Switch No-Lock (Tool Only)",I use this product for cutting tile and mostly for cutting vinyl siding . The paddle switch makes it very easy to use,5
2/22/2020,2552-20,"M12 FUEL™ 1/4""  Stubby Impact Wrench",This thing is Freaking awesome. Theres absolutely no reason you need 200ft+ for a 5mm nut/bolt. Break that dang thing l,5
2/23/2020,2522-20,"M12 FUEL™ 3"" Compact Cut Off Tool",Much more controlled and consistent torque than an air cutoff tool,5
2/22/2020,2786-20,"M18 FUEL™ 9"" Cut-Off Saw w/ ONE-KEY™",I purchased this saw for cutting up to 1&1/8” Hardened bolts that are seized. It’s the perfect size and the power is just right for getting it into tight areas.,5
2/22/2020,2554-20,"M12 FUEL™ 3/8"" Stubby Impact Wrench",Waiting longer than expected for shipping.... i don’t know why you’d ask for a review when my package was delayed,1
2/22/2020,2715-20,"M18 FUEL™ 1-1/8"" SDS Plus Rotary Hammer (Tool Only)",This drill works great but you need a large battery it does take a lot of juice,5
2/22/2020,2853-20,"M18 FUEL™ 1/4"" Hex Impact Driver (Tool Only)","Powerful, quite, and compact. Best tool in my tool box.",5
2/22/2020,2830-20,"M18 FUEL™ Rear Handle 7-1/4"" Circular Saw - Tool Only",I really like the saw with a 12 amp hour battery easily last all day framing the only drawback is it is a little loud but well worth it,5
2/22/2020,2724-20,M18 FUEL™ Blower (Tool Only),"I use it to clean up around the house, properties I own & construction sites. I use it with the 9amp battery it came with, the run time isn’t that great so you definitely want to get additional batteries. I like that the blower is light, there are 2 speed modes & a button that keeps it running without a need to constantly press the button. I would recommend to create an attachment that will concentrate the air, like to give a boost in order to remove a pile of leaves or pine needles because the blower is having hard time with those
It’s not recommended for commercial Gardners, they would need a much stronger blower",4
2/22/2020,2805-22,"M18 FUEL™ 1/2"" Drill/Driver w/ ONE-KEY™ Kit",This Drill has an insane amount of power in such a small foot print,5
2/23/2020,2504-20,"M12 FUEL™ 1/2"" Hammer Drill (Tool Only)","For such a small drill, I’m truly impressed love it for everyday use.",5
2/23/2020,2520-20,M12 FUEL™ HACKZALL® Recip Saw (Tool Only),Daily carry Tool small lightweight great for tight spaces,5
2/22/2020,2485-20,"M12 FUEL™ 1/4"" Right Angle Die Grinder",I do collision repair great for cleaning metal for welding don't have to drag a air hose around,5
2/22/2020,2980-20,"M18 FUEL™ 4-1/2” - 6” Braking Grinder Paddle Switch, No-Lock",Great product love that I can run all day on a single charge.,5
2/22/2020,2746-21CT,M18 FUEL™ 18 Gauge Brad Nailer Kit,"I have owned a half dozen paslode cordless finish nailers, a couple of ridgid and ryobi battery operated and they all failed miserably.  The Milwaukee has been awesome fast, strong and reliable.",5
2/22/2020,2720-20,M18 FUEL™ SAWZALL® Reciprocating Saw (Tool Only),Great tool. Very easy and powerful to use with just one hand.,5
2/22/2020,2853-20,"M18 FUEL™ 1/4"" Hex Impact Driver (Tool Only)","I work at a diamond mine in NWT Canada. I'm a welder for mobile maintenance, the mechanics use nothing but milwaukee tools. My makita impact driver at home is getting old and wore out. I bought the Milwaukee impat driver to replace it, no regrets, very nice and powerfull tool. After the 1/4 inch driver was delivered I used it a couple of times, since then I bought the 1/2 inch high torque impact, I call it the monster, very powerful. The only complaint with the 1/4 is 1 battery didn't work, I called milwaukee toll free number, it only took 2 minutes to talk to a real person about the battery, impressive. Batt was replaced at a factory services store. I think I may get a 3/8 impact next, maybe a flash light too. Milwaukee tools are not cheap but worth every penny compared to others.",5
2/22/2020,2552-20,"M12 FUEL™ 1/4""  Stubby Impact Wrench","Cant beat the price, tool specs, and warranty. Why would anyone buy any other brand? As a diesel mechanic/millwright/maintenance in a pipe plant, i use these tools all the time none of it has failed me.",5
2/22/2020,2804-20,M18 FUEL™ ½” Hammer Drill/Driver (Tool Only),"Bought this to use for our annual build of Firework stands for a national company.
It drills right through the wood studs without missing a beat or slowing down.
A lot of the guys helping with the build have went out and bought this to use for the build as it’s a great tool!",5
2/22/2020,2554-20,"M12 FUEL™ 3/8"" Stubby Impact Wrench",I bought this for my work truck.  I thought it would not last as long as my 18V stuff.  I have been pleasantly surprised at the power and the longevity of the batteries.  It works great and is not as heave as the 1/2' impact and is easier to fit in my bag when climbing ladders and stairs.  I have found more uses for it and I will keep this on my truck for as long as I am able to work.,5
